Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: Ariadne total,# links: GetIt total,# links: All Total,% total: Ariadne,% total: GetIt,ARIADNE: BACKEND_API_FETCH_ERROR_FAILED_TO_FETCH,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
"getit.library.nyu.edu/resolve??charset=utf-8&atitle=The impact of advertising on social processes&jtitle=Mind & Society=&title=Mind & Society=&issn=1860-1839(ELECTRONIC),15937879(PRINT)&date=2021&aulast=Pavlovskaya&aufirst=Olga&au=Pavlovskaya,Olga&genre=article","Article | The impact of advertising on social processes | Pavlovskaya,Olga 2021 | Published in Journal Mind  | ISSN:0026-4423",2,1,3,3,5,8,38,63,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=FirstSearch:WorldCat&genre=book&title=The+works+of+Jeremy+Bentham,&date=1843&aulast=Bentham&aufirst=Jeremy&id=doi:&pid=799330<fssessid>0</fssessid>&url_ver=Z39.88-2004&rfr_id=info:sid/firstsearch.oclc.org:WorldCat&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&req_dat=<sessionid>0</sessionid>&rfe_dat=<accessionnumber>799330</accessionnumber>&rft_id=info:oclcnum/799330&rft.aulast=Bentham&rft.aufirst=Jeremy&rft.title=The+works+of+Jeremy+Bentham,&rft.date=1843&rft.place=Edinburgh+;London&rft.pub=W.+Tait;;Simpkin++Marshall&rft.genre=book","Book | The works of Jeremy Bentham, | Jeremy Bentham 1843 |  | Publisher:W Tait",0,0,3,0,3,3,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=FirstSearch:WorldCat&isbn=9780203159644&title=Hippocrates'+woman+:+reading+the+female+body+in+ancient+Greece&date=1998&aulast=King&aufirst=Helen&id=doi:&pid=49414914<fssessid>0</fssessid>&url_ver=Z39.88-2004&rfr_id=info:sid/firstsearch.oclc.org:WorldCat&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&req_dat=<sessionid>0</sessionid>&rfe_dat=<accessionnumber>49414914</accessionnumber>&rft_id=info:oclcnum/49414914&rft_id=urn:ISBN:9780203159644&rft.aulast=King&rft.aufirst=Helen&rft.title=Hippocrates'+woman+:+reading+the+female+body+in+ancient+Greece&rft.date=1998&rft.isbn=9780203159644&rft.place=London+;;New+York+:&rft.pub=Routledge,&rft.genre=unknown",Hippocrates woman reading the female body in ancient Greece | King Helen 1998 |  | ISBN:9780203159644 | undefined,0,0,4,0,4,4,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=FirstSearch:WorldCat&isbn=9781479807185&title=Beyond+hashtags+:+racial+politics+and+black+digital+networks&date=2020&aulast=Florini&aufirst=Sarah&id=doi:&pid=1196176609<fssessid>0</fssessid>&url_ver=Z39.88-2004&rfr_id=info:sid/firstsearch.oclc.org:WorldCat&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&req_dat=<sessionid>0</sessionid>&rfe_dat=<accessionnumber>1196176609</accessionnumber>&rft_id=info:oclcnum/1196176609&rft_id=urn:ISBN:9781479807185&rft.aulast=Florini&rft.aufirst=Sarah&rft.title=Beyond+hashtags+:+racial+politics+and+black+digital+networks&rft.date=2020&rft.isbn=9781479807185&rft.genre=unknown,Beyond hashtags racial politics and black digital networks | Florini Sarah 2020 |  | ISBN:9781479807185 | undefined,0,0,5,0,5,5,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=Inspec&genre=article&issn=2214-8604&date=2018&volume=23&issue=&spage=108&epage=20&title=Additive+Manufacturing&atitle=Strengthening+mechanisms+in+direct+metal+laser+sintered+AlSi10Mg:+Comparison+between+virgin+and+recycled+powders&aulast=Hadadzadeh&aufirst=A.&isbn=&id=DOI:10.1016/j.addma.2018.07.014&ABBR=19088882&arnumber=,Article | Strengthening mechanisms in direct metal laser sintered AlSi10Mg Comparison between virgin and recycled powders | Hadadzadeh A 2018 | Published in Journal Additive Manufacturing Volume 23 Page 108 20. | ISSN:2214-8604,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=OVID:ovftdb&id=pmid:&id=doi:10.1177/1049909120952322&issn=1049-9091&isbn=&volume=38&issue=5&spage=448&pages=448-451&date=2021&title=American+Journal+of+Hospice+&+Palliative+Medicine=&atitle=\,Article | \ | Lagman Ruth L 2021 | Published in Journal American Journal of Hospice Volume 38 Issue 5 Page 448 451. | ISSN:1049-9091,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=OVID:ovftdb&id=pmid:&id=doi:10.3928/02793695-20130327-01&issn=0279-3695&isbn=&volume=51&issue=5&spage=28&pages=28-34&date=2013&title=Journal+of+Psychosocial+Nursing+&+Mental+Health+Services=&atitle=Prevention+Strategies+to+Reduce+Falls+in+Psychiatric+Settings.&aulast=Al-Khatib&pid=<author>Al-Khatib,+Yasser;MSN,+RN;Arnold,+Paul;RN,+BC;Brautigam,+Lois;RN,+BC;Chan-Domingo,+Letty;MSN,+CRNP;Gennello,+Barbara;BSN,+RN;Jaminola,+Edgardo;MA,+RN-BC;Meehan,+Kate;BSN,+RN;Modrzynski,+John;BSN,+RN;Nicolardi,+Carolyn;+MHA,+RN;Rasi,+L.J.;MSW,+LSW;Stockton,+David;BSN,+RN</author>&<AN>00005278-201351050-00010</AN>=&<DT>Article</DT>=",Article | Prevention Strategies to Reduce Falls in Psychiatric Settings. | Al-Khatib 2013 | Published in Journal Journal of Psychosocial Nursing Volume 51 Issue 5 Page 28 34. | ISSN:0279-3695,2,1,1,3,3,6,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=OVID:psycdb&id=pmid:&id=doi:10.1007/s12144-020-01012-8&issn=1046-1310&isbn=&volume=40&issue=6&spage=2610&pages=2610-2620&date=2021&title=Current+Psychology:+A+Journal+for+Diverse+Perspectives+on+Diverse+Psychological+Issues&atitle=A+qualitative+study+of+friendships+in+old+age:+The+case+of+a+nursing+home+in+Turkey.&aulast=Yavuz+Guler&pid=<author>Yavuz+Guler,+Cigdem;Cakmak,+Ilgin;Ayyildiz,+Yunus</author>&<AN>2021-53219-002</AN>=&<DT>Journal+Article</DT>=",Article | A qualitative study of friendships in old age The case of a nursing home in Turkey. | Yavuz Guler 2021 | Published in Journal Current Psychology A Journal for Diverse Perspectives on Diverse Psychological Issues Volume 40 Issue 6 Page 2610 2620. | ISSN:1046-1310,1,4,4,5,5,10,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=OVID:psycdb&id=pmid:&id=doi:10.1016/j.cbpra.2008.02.006&issn=1077-7229&isbn=&volume=15&issue=4&spage=387&pages=387-399&date=2008&title=Cognitive+and+Behavioral+Practice&atitle=Developing+cognitive+behavioral+therapy+to+prevent+depressive+relapse+in+youth.&aulast=Kennard&pid=<author>Kennard,+Betsy+D;Stewart,+Sunita+M;Hughes,+Jennifer+L;Jarrett,+Robin+B;Emslie,+Graham+J</author>&<AN>2009-02890-004</AN>=&<DT>Journal+Article</DT>=",Article | Developing cognitive behavioral therapy to prevent depressive relapse in youth. | Kennard 2008 | Published in Journal Cognitive and Behavioral Practice Volume 15 Issue 4 Page 387 399. | ISSN:1077-7229,0,1,1,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=OVID:psycdb&id=pmid:&id=doi:10.1037/rep0000212&issn=0090-5550&isbn=&volume=63&issue=2&spage=276&pages=276-285&date=2018&title=Rehabilitation+Psychology&atitle=Assessing+everyday+life+functional+activity+using+actual+reality+in+persons+with+MS.&aulast=Goverover&pid=<author>Goverover,+Yael;DeLuca,+John</author>&<AN>2018-26104-009</AN>=&<DT>Journal+Article</DT>=",Article | Assessing everyday life functional activity using actual reality in persons with MS. | Goverover 2018 | Published in Journal Rehabilitation Psychology Volume 63 Issue 2 Page 276 285. | ISSN:0090-5550,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=OVID:psycdb&id=pmid:&id=doi:10.1080/00207411.2017.1278964&issn=0020-7411&isbn=&volume=46&issue=2&spage=139&pages=139-156&date=2017&title=International+Journal+of+Mental+Health&atitle=Qualitative+participatory+evaluation+of+a+psychosocial+rehabilitation+program+for+individuals+with+severe+mental+illness.&aulast=Rouse&pid=<author>Rouse,+Jennifer;Mutschler,+Christina;McShane,+Kelly;Habal-Brosek,+Criss</author>&<AN>2017-17656-006</AN>=&<DT>Journal+Article</DT>=",Article | Qualitative participatory evaluation of a psychosocial rehabilitation program for individuals with severe mental illness. | Rouse 2017 | Published in Journal International Journal of Mental Health Volume 46 Issue 2 Page 139 156. | ISSN:0020-7411,0,2,2,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=OVID:psycdb&id=pmid:&id=doi:10.1186/s12888-015-0508-8&issn=1471-244X&isbn=&volume=15&issue=1&spage=&pages=&date=2015&title=BMC+Psychiatry&atitle=Preventive+Cognitive+Therapy+versus+Treatment+as+Usual+in+preventing+recurrence+of+depression:+Protocol+of+a+multi-centered+randomized+controlled+trial.&aulast=de+Jonge&pid=<author>de+Jonge,+Margo;Bockting,+Claudi+L.+H;Kikkert,+Martijn+J;Bosmans,+Judith+E;Dekker,+Jack+J.+M</author>&<AN>2015-29815-001</AN>=&<DT>Journal+Article</DT>=",Article | Preventive Cognitive Therapy versus Treatment as Usual in preventing recurrence of depression Protocol of a multi-centered randomized controlled trial. | de Jonge 2015 | Published in Journal BMC Psychiatry Volume 15 Issue 1. | ISSN:1471-244X,2,7,6,9,8,17,53,47,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=AI&aulast=Wan-Xiu&atitle=Gender+differences+in+perceptions+of+climate+change+and+meteorological+disasters+in+China&id=doi:10.12006/j.issn.1673-1719.2017.085&title=Advances+in+Climate+Change+Research&volume=14&issue=3&date=2018&spage=318,Article | Gender differences in perceptions of climate change and meteorological disasters in China | Wan Xiu A I 2018 | Published in Journal Advances in Climate Change Research Volume 14 Issue 3 Page 318. | ISSN:1674-9278,3,0,1,3,4,7,43,57,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=AN&aulast=Bazzano&atitle=What+health+service+support+do+families+need+for+optimal+breastfeeding?+An+in-depth+exploration+of+young+infant+feeding+practices+in+Cambodia&id=pmid:25733931,Article | What health service support do families need for optimal breastfeeding An in-depth exploration of young infant feeding practices in Cambodia | Bazzano Alessandra N 2015 | Published in Journal INTERNATIONAL JOURNAL OF WOMENS HEALTH Volume 7 Page 249 257. | ISSN:1179-1411,5,1,1,6,6,12,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=AS&aulast=Adly&atitle=Can+Artificial+Intelligence+and+Internet+be+the+Solution+to+Prevent+the+Exponential+Spread+of+COVID-19?&id=pmid:32584780,Article | Can Artificial Intelligence and Internet be the Solution to Prevent the Exponential Spread of COVID-19? | Adly Afnan Sedky 2020 | Published in Journal Journal of Medical Internet Research Volume 22 Issue 8 Page e19104 e19104. | ISSN:1439-4456,3,3,2,6,5,11,55,45,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=google&auinit=BCH&aulast=Kuo&atitle=Predictors+of+acculturation+for+Chinese+adolescents+in+Canada:+Age+of+arrival,+length+of+stay,+social+class,+and+English+reading+ability&id=doi:10.1002/j.2161-1912.2004.tb00367.x&title=Journal+of+Multicultural+Counseling+and+Development&volume=32&issue=3&date=2004&spage=143&issn=0883-8534",Article | Predictors of acculturation for Chinese adolescents in Canada Age of arrival length of stay social class and English reading ability | Kuo Ben C H 2004 | Published in Journal Journal of Multicultural Counseling and Development Volume 32 Issue 3 Page 143 154. | ISSN:0883-8534,7,4,1,11,8,19,58,42,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=google&auinit=BF&aulast=Arnold&atitle=Cluster-randomised+controlled+trials+of+individual+and+combined+water,+sanitation,+hygiene+and+nutritional+interventions+in+rural+Bangladesh+and+Kenya:+the+WASH+Benefits+study+design+and+rationale&id=pmid:23996605",Article | Cluster-randomised controlled trials of individual and combined water sanitation hygiene and nutritional interventions in rural Bangladesh and Kenya the WASH Benefits study design and rationale | Arnold Benjamin F 2013 | Published in Journal BMJ OPEN Volume 3 Issue 8 Page e003476 e003476. | ISSN:2044-6055,4,2,2,6,6,12,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=BI&aulast=Bittker&atitle=The+Bicentennial+of+the+Jurisprudence+of+Original+Intent;+The+Recent+Past&title=California+Law+Review&volume=77&date=1989&spage=235&issn=0008-1221,Article | The Bicentennial of the Jurisprudence of Original Intent | Bittker B I 1989 | Published in Journal California Law Review Volume 77 Page 235. | ISSN:0008-1221,3,1,1,4,4,8,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=CA&aulast=Bail&atitle=Exposure+to+opposing+views+on+social+media+can+increase+political+polarization&id=pmid:30154168,Article | Exposure to opposing views on social media can increase political polarization | Bail Christopher A 2018 | Published in Journal PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA Volume 115 Issue 37 Page 9216 9221. | ISSN:0027-8424,0,0,3,0,3,3,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=google&auinit=CL&aulast=Perry&atitle=Changing+fruit+and+vegetable+consumption+among+children:+the+5-a-Day+Power+Plus+program+in+St.+Paul,+Minnesota.&id=pmid:9551002",Article | Changing fruit and vegetable consumption among children the 5-a-Day Power Plus program in St Paul Minnesota. | Perry C L 1998 | Published in Journal AMERICAN JOURNAL OF PUBLIC HEALTH Volume 88 Issue 4 Page 603 609. | ISSN:0090-0036,4,7,1,11,5,16,69,31,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=CR&aulast=Hirsch&atitle=Implementing+The+Standards:+A+Core+Curriculum+for+Grades+9\u201312&id=doi:10.5951/MT.82.9.0696&title=The+Mathematics+Teacher&volume=82&issue=9&date=1989&spage=696&issn=0025-5769,Article | Implementing The Standards A Core Curriculum for Grades 9\u201312 | Hirsch 1989 | Published in Journal The Mathematics Teacher Volume 82 Issue 9 Page 696 701. | ISSN:0025-5769,1,0,1,1,2,3,33,67,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=D&aulast=Ortega-Altamirano&atitle=Strategies+for+teaching+self-examination+of+the+breast+to+women+in+reproductive+age&id=pmid:10743395,Article | Strategies for teaching self-examination of the breast to women in reproductive age | Ortega Altamirano D 2000 | Published in Journal SALUD PUBLICA DE MEXICO Volume 42 Issue 1 Page 17 25. | ISSN:0036-3634,0,0,3,0,3,3,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=DP&aulast=Appukuttan&atitle=Strategies+to+manage+patients+with+dental+anxiety+and+dental+phobia:+literature+review&id=pmid:27022303,Article | Strategies to manage patients with dental anxiety and dental phobia literature review | Appukuttan Deva Priya 2016 | Published in Journal Clinical Cosmetic and Investigational Dentistry Volume 8 Page 35 50. | ISSN:1179-1357,0,0,6,0,6,6,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=google&auinit=EA&aulast=Malvania&atitle=Prevalence+and+socio-demographic+correlates+of+dental+anxiety+among+a+group+of+adult+patients+attending+a+dental+institution+in+Vadodara+city,+Gujarat,+India&id=pmid:21525704",Article | Prevalence and socio-demographic correlates of dental anxiety among a group of adult patients attending a dental institution in Vadodara city Gujarat India | Malvania Ekta A 2011 | Published in Journal Indian Journal of Dental Research Volume 22 Issue 1 Page 179 180. | ISSN:0970-9290,3,2,2,5,5,10,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=EC&aulast=Alexopoulos&atitle=Introduction+to+multivariate+regression+analysis&id=pmid:21487487,Article | Introduction to multivariate regression analysis | Alexopoulos E C 2010 | Published in Journal HIPPOKRATIA Volume 14 Issue Suppl 1 Page 23 28. | ISSN:1108-4189,1,1,1,2,2,4,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=EC&aulast=Bunker&title=Nomadic+art+of+the+eastern+Eurasian+steppes:+The+Eugene+V.+Thaw+and+other+New+York+collections&genre=book&isbn=0300096887&date=2002,Book | Nomadic art of the eastern Eurasian steppes the Eugene V Thaw and other New York collections | Bunker Emma C 2002 |  | Publisher:Metropolitan Museum of Art Yale University Press ISBN:0300096887,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=F&aulast=Cunha&atitle=Interpreting+the+evidence+on+life+cycle+skill+formation&id=doi:10.1016/S1574-0692(06)01012-9&title=Handbook+of+the+economics+of+education&volume=1&date=2006&spage=697&issn=1574-0692,Article | Interpreting the evidence on life cycle skill formation | Cunha 2006 | Published in Journal Handbook of the economics of education Volume 1 Page 697 812. | ISSN:1574-0692 ISBN:044451399X,1,0,2,1,3,4,25,75,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=G&aulast=Amos&atitle=Alopecia+areata&id=pmid:22512484,Article | Alopecia areata | Gilhar Amos 2012 | Published in Journal NEW ENGLAND JOURNAL OF MEDICINE Volume 366 Issue 16 Page 1515 1525. | ISSN:0028-4793,3,3,1,6,4,10,60,40,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=J&aulast=Phelps&atitle=Boosting+cites&id=pmid:21205655,Article | Boosting cites | Phelps Jacob 2010 | Published in Journal SCIENCE Volume 330 Issue 6012 Page 1752 1753. | ISSN:0036-8075,2,11,1,13,3,16,81,19,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=J&aulast=Souza&atitle=The+Cold+War+and+the+World+Chess+Championship+final+in+1972:+some+analytical+and+correlational+possibilities&title=Revista+brasileira+de+educa\u00e7\u00e3o+f\u00edsica+e+esporte&volume=27&date=2013&spage=567&issn=1807-5509,Article | The Cold War and the World Chess Championship final in 1972 some analytical and correlational possibilities | Souza J 2013 | Published in Journal Revista brasileira de educa\u00e7\u00e3o f\u00edsica e esporte Volume 27 Page 567. | ISSN:1807-5509,0,0,2,0,2,2,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=JX&aulast=Gao&atitle=Construction+of+a+high-quality+yeast+two-hybrid+library+and+its+application+in+identification+of+interacting+proteins+with+Brn1+in+Curvularia+lunata&id=pmid:26060429,Article | Construction of a high-quality yeast two-hybrid library and its application in identification of interacting proteins with Brn1 in Curvularia lunata | Gao Jin-Xin 2015 | Published in Journal PLANT PATHOLOGY JOURNAL Volume 31 Issue 2 Page 108 114. | ISSN:1598-2254,1,1,1,2,2,4,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=L&aulast=Bian&atitle=Gender+stereotypes+about+intellectual+ability+emerge+early+and+influence+children\u2019s+interests&id=pmid:28126816,Article | Gender stereotypes about intellectual ability emerge early and influence children\u2019s interests | Bian Lin 2017 | Published in Journal SCIENCE Volume 355 Issue 6323 Page 389 391. | ISSN:0036-8075,2,11,1,13,3,16,81,19,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=MM&aulast=Gorecka&atitle=The+impact+of+age-related+hearing+loss+and+lateralized+auditory+attention+on+spatiotemporal+parameters+of+gait+during+dual-tasking+among+community+dwelling+older+adults&id=doi:10.1016/j.exger.2018.07.015&title=Experimental+gerontology&volume=111&date=2018&spage=253&issn=0531-5565,Article | The impact of age-related hearing loss and lateralized auditory attention on spatiotemporal parameters of gait during dual-tasking among community dwelling older adults | Gorecka 2018 | Published in Journal Experimental gerontology Volume 111 Page 253 262. | ISSN:0531-5565,1,0,0,1,1,2,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=N&aulast=Chino&atitle=Stroke+impairment+assessment+set+(SIAS)&id=doi:10.1007/978-4-431-68461-9_3,Book Chapter | Stroke impairment assessment set SIAS) | Chino Naoichi 1996 | Published in Book Functional Evaluation of Stroke Patients Page 19 31. | Publisher:Springer Japan ISBN:4431684638,0,0,2,0,2,2,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=NA&aulast=Obeidat&atitle=Are+Jordanian+primary+healthcare+practitioners+fulfilling+their+potential+in+cancer+prevention+and+community+health?+Findings+from+a+cross-sectional+survey&id=pmid:28389495,Article | Are Jordanian primary healthcare practitioners fulfilling their potential in cancer prevention and community health Findings from a cross-sectional survey | Obeidat N A 2017 | Published in Journal BMJ OPEN Volume 7 Issue 4 Page e015269 e015269. | ISSN:2044-6055,0,0,6,0,6,6,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=google&auinit=P&aulast=Shankar&atitle=Association+of+food+insecurity+with+children's+behavioral,+emotional,+and+academic+outcomes:+a+systematic+review&id=doi:10.1097/DBP.0000000000000383&title=Journal+of+Developmental+&+Behavioral+Pediatrics=&volume=38&issue=2&date=2017&spage=135&issn=0196-206X",Article | Association of food insecurity with children's behavioral emotional and academic outcomes a systematic review | Shankar 2017 | Published in Journal Journal of Developmental Volume 38 Issue 2 Page 135 150. | ISSN:0196-206X,0,0,2,0,2,2,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=google&auinit=RA&aulast=Neff&atitle=Discovering+heritage+and+more+by+studying+abroad&title=Diverse+Issues+in+Higher+Education&volume=18&issue=12&date=2001&spage=72&issn=1557-5411,Article | Discovering heritage and more by studying abroad | Neff R A 2001 | Published in Journal Diverse Issues in Higher Education Volume 18 Issue 12 Page 72. | ISSN:1557-5411,0,0,4,0,4,4,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=google&auinit=RG&aulast=Knight&atitle=Some+normative,+reliability,+and+factor+analytic+data+for+the+revised+UCLA+Loneliness+Scale&id=doi:10.1002/1097-4679(198803)44:2<203::AID-JCLP2270440218>3.0.CO;2-5&title=Journal+of+Clinical+Psychology&volume=44&issue=2&date=1988&spage=203&issn=0021-9762",Article | Some normative reliability and factor analytic data for the revised UCLA Loneliness Scale | Knight R G 1988 | Published in Journal Journal of Clinical Psychology Volume 44 Issue 2 Page 203. | ISSN:0021-9762,0,3,2,3,2,5,60,40,0,0,0,0,0
